,seas_id,season,player_id,player,birth_year,pos,age,experience,lg,tm,g,mp,per,ts_percent,x3p_ar,f_tr,orb_percent,drb_percent,trb_percent,ast_percent,stl_percent,blk_percent,tov_percent,usg_percent,ows,dws,ws,ws_48,obpm,dbpm,bpm,vorp
25290,5867,1974,1379,John Roche,1949.0,SG,24.0,3,ABA,KEN,34,926.0,13.0,0.514,0.1,0.171,1.8,4.5,3.2,23.2,0.8,0.5,16.4,19.8,0.9,0.7,1.6,0.083,-0.1,-0.7,-0.8,0.3
25294,5871,1974,1514,John Williamson,1951.0,SG,22.0,1,ABA,NYA,77,2264.0,13.5,0.524,0.011,0.193,3.0,6.2,4.6,14.6,1.7,0.7,16.3,21.8,1.6,2.6,4.2,0.089,-1.3,0.0,-1.3,0.4
25295,5872,1974,1201,Johnny Baum,1946.0,SF,27.0,5,ABA,TOT,60,1219.0,11.6,0.48,0.0,0.153,6.8,10.2,8.5,7.2,1.4,0.7,9.9,15.8,1.1,0.4,1.5,0.06,-1.0,-0.8,-1.8,0.1
25296,5873,1974,1201,Johnny Baum,1946.0,SF,27.0,5,ABA,MMT,47,1106.0,11.7,0.481,0.0,0.157,6.4,10.1,8.3,7.7,1.3,0.7,9.5,15.9,1.1,0.3,1.3,0.058,-0.8,-0.9,-1.7,0.1
25297,5874,1974,1201,Johnny Baum,1946.0,SF,27.0,5,ABA,INA,13,113.0,10.9,0.477,0.0,0.111,10.1,10.7,10.4,2.5,2.5,0.9,13.7,15.1,0.0,0.2,0.2,0.081,-3.1,0.4,-2.7,0.0
25298,5875,1974,1380,Johnny Neumann,1951.0,SG-SF,22.0,3,ABA,TOT,87,2056.0,14.4,0.493,0.069,0.201,5.5,5.9,5.7,19.7,2.2,0.7,17.6,28.3,0.0,0.8,0.8,0.018,-1.0,-1.4,-2.3,-0.2
25299,5876,1974,1380,Johnny Neumann,1951.0,SF,22.0,3,ABA,MMT,43,1300.0,13.9,0.483,0.053,0.218,5.2,5.6,5.4,21.9,2.1,0.6,17.7,27.9,-0.1,0.3,0.2,0.009,-1.0,-1.6,-2.6,-0.2
25300,5877,1974,1380,Johnny Neumann,1951.0,SG,22.0,3,ABA,UTS,44,756.0,15.4,0.509,0.096,0.173,6.0,6.3,6.2,15.9,2.5,1.0,17.3,29.1,0.0,0.5,0.5,0.033,-1.0,-0.9,-1.9,0.0
25302,5879,1974,1381,Julius Erving,1950.0,SF,23.0,3,ABA,NYA,84,3398.0,25.7,0.562,0.024,0.332,7.8,18.1,13.1,18.7,2.6,3.3,14.3,27.2,9.2,7.2,16.5,0.233,5.6,2.9,8.5,9.0
25304,5881,1974,1203,Justus Thigpen,1947.0,SG,26.0,3,NBA,KCO,1,2.0,20.6,0.333,,0.0,52.4,0.0,26.2,0.0,0.0,0.0,,,0.0,0.0,0.0,-0.078,-4.6,-0.2,-4.8,0.0
25316,5893,1974,1205,Lamar Green,1947.0,PF,26.0,5,NBA,PHO,72,1103.0,9.6,0.427,,0.215,7.9,24.1,16.1,5.0,1.3,1.7,,,-0.6,1.1,0.5,0.023,-2.9,-0.4,-3.3,-0.4
25317,5894,1974,1207,Larry Cannon,1947.0,SG,26.0,4,NBA,PHI,19,335.0,10.2,0.42,,0.22,4.4,6.0,5.2,22.2,0.9,0.6,,,-0.3,0.1,-0.2,-0.029,-3.1,-1.1,-4.1,-0.2
25318,5895,1974,1207,Larry Cannon,1947.0,SG,26.0,4,ABA,INA,3,26.0,4.0,0.421,0.0,0.429,3.7,7.2,5.4,15.3,0.0,0.0,26.5,17.0,-0.1,0.0,0.0,-0.075,-4.3,-0.4,-4.6,0.0
25320,5897,1974,829,Larry Jones,1942.0,PG,31.0,8,NBA,PHI,72,1876.0,13.7,0.498,,0.378,3.5,6.0,4.7,17.4,2.0,0.5,,,1.7,1.1,2.9,0.073,-0.4,0.2,-0.2,0.9
25321,5898,1974,1520,Larry Kenon,1952.0,PF,21.0,1,ABA,NYA,84,2908.0,14.6,0.486,0.001,0.174,13.0,19.5,16.3,5.2,1.2,0.4,15.4,21.6,1.1,4.7,5.9,0.097,-0.8,-1.4,-2.3,-0.2
25334,5911,1974,1008,Louie Dampier,1944.0,PG,29.0,7,ABA,KEN,84,2942.0,15.7,0.525,0.096,0.221,1.5,4.9,3.2,22.8,1.3,0.3,13.9,21.7,4.5,2.7,7.2,0.118,1.3,-0.4,0.9,2.2
25338,5915,1974,1212,Luther Rackley,1946.0,C,27.0,5,NBA,PHI,9,68.0,10.9,0.504,,0.846,6.8,25.1,15.5,0.0,2.0,3.0,,,0.0,0.1,0.1,0.083,-3.9,0.4,-3.4,0.0
25339,5916,1974,1214,Mack Calvin,1947.0,PG,26.0,5,ABA,CAR,83,2592.0,18.5,0.565,0.04,0.519,3.2,6.8,5.0,18.6,2.4,0.2,15.0,23.6,6.7,2.2,8.8,0.163,2.1,-0.3,1.8,2.4
25340,5917,1974,1126,Manny Leaks,1945.0,C,28.0,6,NBA,CAP,53,845.0,9.4,0.402,,0.358,10.4,17.1,13.7,3.8,0.5,2.3,,,-0.4,1.2,0.8,0.047,-3.4,0.0,-3.4,-0.3
25342,5919,1974,1386,Marv Roberts,1950.0,PF,24.0,3,ABA,TOT,74,1599.0,14.0,0.494,0.002,0.274,10.3,13.8,12.0,10.2,1.4,0.2,13.0,18.8,2.0,1.4,3.4,0.101,0.4,-1.0,-0.6,0.6
25343,5920,1974,1386,Marv Roberts,1950.0,PF,24.0,3,ABA,DNR,35,645.0,11.6,0.494,0.004,0.262,8.7,11.7,10.2,9.6,0.9,0.2,15.4,18.7,0.4,0.4,0.8,0.062,-1.1,-1.0,-2.1,0.0
25344,5921,1974,1386,Marv Roberts,1950.0,PF,24.0,3,ABA,CAR,39,954.0,15.6,0.494,0.0,0.283,11.3,15.3,13.3,10.6,1.7,0.3,11.4,18.8,1.6,1.0,2.5,0.127,1.5,-1.0,0.4,0.6
25345,5922,1974,888,Matt Guokas,1944.0,SG,29.0,8,NBA,TOT,75,1871.0,9.1,0.508,,0.152,1.7,4.9,3.4,15.9,1.3,0.6,,,1.1,0.4,1.5,0.04,-1.5,-0.4,-1.9,0.0
25346,5923,1974,888,Matt Guokas,1944.0,SG,29.0,8,NBA,KCO,9,315.0,10.0,0.51,,0.145,0.7,6.3,3.5,15.8,1.1,0.2,,,0.2,0.1,0.3,0.042,-1.8,-0.7,-2.4,-0.1
25347,5924,1974,888,Matt Guokas,1944.0,SG,29.0,8,NBA,HOU,39,1007.0,8.6,0.481,,0.138,1.8,4.5,3.2,16.4,1.2,0.7,,,0.5,0.2,0.7,0.031,-1.3,-0.5,-1.8,0.0
25348,5925,1974,888,Matt Guokas,1944.0,SG,29.0,8,NBA,BUF,27,549.0,9.5,0.556,,0.182,2.2,4.9,3.6,15.2,1.5,0.5,,,0.5,0.2,0.6,0.054,-1.7,0.0,-1.6,0.0
25350,5927,1974,1013,Mel Daniels,1944.0,C,29.0,7,ABA,INA,78,2539.0,15.8,0.483,0.0,0.257,9.4,24.1,16.8,7.1,1.0,1.9,14.7,22.4,1.0,4.4,5.4,0.102,-1.1,-0.2,-1.3,0.4
25352,5929,1974,1387,Mickey Davis,1950.0,SF,23.0,3,NBA,MIL,73,1012.0,15.5,0.561,,0.334,8.4,13.7,11.3,11.1,1.2,0.3,,,2.0,1.3,3.4,0.159,1.1,-0.1,0.9,0.8
25354,5931,1974,1463,Mike Barr,1950.0,SG,23.0,2,ABA,VIR,45,652.0,9.6,0.524,0.029,0.251,3.4,7.5,5.5,17.5,1.9,0.3,24.0,14.9,0.1,0.3,0.4,0.027,-2.5,-0.1,-2.6,-0.1
25355,5932,1974,1527,Mike D'Antoni,1951.0,SG,22.0,1,NBA,KCO,52,989.0,10.4,0.431,,0.177,2.5,7.3,4.9,16.7,3.4,0.8,,,-0.7,0.9,0.3,0.012,-3.3,1.8,-1.5,0.1
25356,5933,1974,1388,Mike Gale,1950.0,SG-PG,23.0,3,ABA,TOT,80,2495.0,12.4,0.47,0.024,0.194,4.2,9.9,7.1,16.3,3.1,1.7,18.5,14.9,0.3,4.4,4.7,0.09,-1.5,3.2,1.7,2.4
25357,5934,1974,1388,Mike Gale,1950.0,SG,23.0,3,ABA,KEN,48,1591.0,11.9,0.478,0.024,0.229,3.4,9.3,6.4,16.0,3.1,1.6,20.0,15.2,-0.1,2.7,2.6,0.079,-2.1,3.2,1.2,1.3
25358,5935,1974,1388,Mike Gale,1950.0,PG,23.0,3,ABA,NYA,32,904.0,13.4,0.456,0.023,0.135,5.6,10.9,8.3,16.6,3.0,2.1,15.8,14.4,0.4,1.6,2.1,0.11,-0.4,3.2,2.7,1.1
25359,5936,1974,1528,Mike Green,1951.0,C,22.0,1,ABA,DNR,79,1648.0,19.8,0.503,0.003,0.283,13.3,22.5,17.7,5.9,1.3,4.1,12.5,24.0,2.2,2.6,4.7,0.138,1.1,0.4,1.5,1.5
25368,5945,1974,1310,Milt Williams,1945.0,PG,28.0,3,NBA,SEA,53,505.0,11.9,0.467,,0.423,3.5,5.6,4.5,26.0,2.2,0.0,,,0.1,0.3,0.4,0.036,-3.0,-0.4,-3.4,-0.2
25369,5946,1974,1391,Mo Layton,1948.0,PG,25.0,3,NBA,POR,22,327.0,12.0,0.502,,0.232,2.1,8.3,5.2,21.1,1.2,0.2,,,0.1,0.0,0.1,0.018,-2.3,-1.5,-3.8,-0.2
25370,5947,1974,1391,Mo Layton,1948.0,PG,25.0,3,ABA,MMT,3,65.0,6.4,0.519,0.0,0.176,1.6,4.8,3.2,14.8,0.0,0.9,27.6,15.9,0.0,0.0,-0.1,-0.048,-3.3,-0.9,-4.1,-0.1
25388,5965,1974,1313,Paul Ruffner,1948.0,C,25.0,3,NBA,BUF,20,51.0,11.7,0.458,,0.481,8.0,13.3,10.7,0.0,0.8,1.0,,,0.0,0.0,0.0,-0.012,-4.7,-1.0,-5.7,-0.1
25390,5967,1974,1468,Paul Stovall,1948.0,SF,25.0,2,ABA,SDA,13,194.0,15.0,0.541,0.0,0.603,9.6,17.9,13.6,8.0,0.9,1.5,18.5,21.5,0.2,0.2,0.3,0.081,-2.1,-0.3,-2.4,0.0
25396,5973,1974,1317,Ralph Simpson,1949.0,SF,24.0,4,ABA,DNR,75,2244.0,15.4,0.463,0.017,0.198,4.9,9.8,7.3,14.0,2.1,0.3,11.4,29.4,0.3,2.0,2.3,0.05,-0.3,-0.5,-0.8,0.7
25397,5974,1974,1396,Randy Denton,1949.0,C,24.0,3,ABA,MMT,79,2218.0,18.5,0.531,0.003,0.218,11.9,24.6,18.2,10.6,1.2,0.9,14.2,21.3,3.7,1.8,5.5,0.119,1.3,-1.0,0.4,1.3
25402,5979,1974,1220,Rich Jones,1946.0,PF,27.0,5,ABA,SAA,78,2843.0,15.0,0.476,0.039,0.205,6.4,15.9,11.1,14.7,1.2,0.3,10.2,21.5,3.0,3.6,6.6,0.112,0.7,0.1,0.7,1.9
25403,5980,1974,1398,Rich Rinaldi,1949.0,SG,24.0,3,NBA,CAP,7,48.0,4.4,0.189,,0.182,3.9,10.0,6.9,25.4,2.8,1.1,,,-0.3,0.1,-0.2,-0.21,-5.3,0.0,-5.3,-0.1
25404,5981,1974,1398,Rich Rinaldi,1949.0,SG,24.0,3,ABA,NYA,5,28.0,12.6,0.381,0.071,0.286,18.0,0.0,8.8,4.4,3.3,0.0,6.0,23.2,0.0,0.0,0.0,0.08,-3.7,-0.1,-3.9,0.0
25406,5983,1974,856,Rick Barry,1944.0,SF,29.0,8,NBA,GSW,80,2918.0,22.4,0.515,,0.266,3.4,13.8,8.7,24.7,2.6,0.7,,,7.1,3.4,10.4,0.172,3.3,0.7,3.9,4.4
25412,5989,1974,1034,Roger Brown,1942.0,SF,31.0,7,ABA,INA,82,2527.0,13.5,0.528,0.187,0.241,4.2,10.3,7.3,12.7,1.0,1.2,12.0,16.1,3.9,2.5,6.5,0.123,0.4,0.5,0.9,1.8
25413,5990,1974,1471,Roger Brown,1950.0,C,23.0,2,ABA,TOT,63,990.0,10.2,0.404,0.0,0.215,14.8,20.9,17.8,6.2,1.1,3.3,21.9,14.3,-0.8,1.1,0.4,0.017,-2.8,-0.1,-2.9,-0.2
25414,5991,1974,1471,Roger Brown,1950.0,C,23.0,2,ABA,SAA,2,26.0,15.5,0.833,0.0,0.0,12.4,12.7,12.5,6.1,0.0,0.0,25.0,13.2,0.1,0.0,0.1,0.163,-3.3,0.0,-3.3,0.0
25415,5992,1974,1471,Roger Brown,1950.0,C,23.0,2,ABA,VIR,61,964.0,10.0,0.395,0.0,0.22,14.8,21.1,18.0,6.2,1.1,3.4,21.9,14.4,-0.8,1.1,0.3,0.014,-2.8,-0.1,-2.9,-0.2
25417,5994,1974,1141,Ron Boone,1946.0,SG,27.0,6,ABA,UTS,84,3098.0,16.5,0.553,0.022,0.289,5.5,8.9,7.3,19.4,1.9,0.4,19.1,22.3,4.1,1.8,5.9,0.091,0.8,-0.8,0.0,1.6
25432,6009,1974,1478,Scott English,1950.0,SF,23.0,2,ABA,VIR,5,48.0,0.7,0.298,0.0,0.267,6.3,27.0,16.7,10.6,2.9,0.0,34.9,20.8,-0.3,0.1,-0.2,-0.182,-5.5,-0.1,-5.6,-0.1
25437,6014,1974,1226,Spencer Haywood,1949.0,PF,24.0,5,NBA,SEA,75,3039.0,19.4,0.511,,0.301,9.7,23.1,16.1,11.6,0.9,1.8,,,6.2,3.5,9.7,0.153,2.8,-0.4,2.3,3.3
25438,6015,1974,1404,Stan Love,1949.0,PF,24.0,3,NBA,LAL,51,698.0,11.9,0.469,,0.23,7.4,14.6,11.1,9.5,1.7,1.4,,,-0.1,0.9,0.7,0.051,-3.4,0.1,-3.4,-0.2
25442,6019,1974,1050,Steve Jones,1942.0,SG,31.0,7,ABA,TOT,86,2092.0,10.1,0.484,0.048,0.187,3.0,8.6,5.7,12.8,0.6,0.4,15.2,21.3,0.1,1.0,1.1,0.024,-2.0,-1.8,-3.8,-0.9
25443,6020,1974,1050,Steve Jones,1942.0,SG,31.0,7,ABA,CAR,44,935.0,8.3,0.468,0.019,0.162,3.4,7.4,5.4,8.2,0.6,0.5,14.4,19.2,-0.2,0.4,0.3,0.013,-2.7,-2.2,-4.9,-0.7
25444,6021,1974,1050,Steve Jones,1942.0,SG,31.0,7,ABA,DNR,42,1157.0,11.5,0.494,0.067,0.204,2.7,9.5,6.0,16.5,0.5,0.3,15.8,23.0,0.2,0.6,0.8,0.033,-1.5,-1.4,-2.9,-0.3
25446,6023,1974,1228,Steve Mix,1947.0,PF,26.0,4,NBA,PHI,82,2969.0,16.3,0.521,,0.276,9.5,18.9,14.0,7.6,3.2,0.6,,,3.7,4.4,8.2,0.132,0.5,1.3,1.7,2.8
25450,6027,1974,1541,Swen Nater,1950.0,C,24.0,1,ABA,TOT,79,2375.0,20.6,0.582,0.001,0.3,12.8,32.5,22.6,8.6,0.7,1.6,17.3,20.5,4.4,4.3,8.7,0.176,2.6,0.0,2.6,2.8
25451,6028,1974,1541,Swen Nater,1950.0,C,24.0,1,ABA,VIR,17,374.0,19.9,0.584,0.0,0.483,10.2,30.9,20.6,7.3,0.7,2.1,20.4,23.9,0.4,0.5,0.9,0.118,1.1,-0.4,0.7,0.3
25452,6029,1974,1541,Swen Nater,1950.0,C,24.0,1,ABA,SAA,62,2001.0,20.8,0.581,0.001,0.26,13.3,32.8,22.9,8.9,0.7,1.5,16.5,19.9,4.0,3.8,7.8,0.187,2.9,0.1,3.0,2.5
25454,6031,1974,1406,Ted McClain,1946.0,SG,27.0,3,ABA,CAR,84,2582.0,16.5,0.541,0.031,0.373,4.9,9.8,7.3,18.0,4.5,0.5,19.1,19.1,3.0,3.9,7.0,0.129,0.1,2.6,2.7,3.1
25455,6032,1974,1328,Terry Driscoll,1947.0,PF,26.0,4,NBA,MIL,64,697.0,11.9,0.497,,0.246,11.4,17.2,14.5,9.5,1.4,1.2,,,0.3,1.1,1.5,0.1,-2.1,0.7,-1.3,0.1
25456,6033,1974,1543,Tim Bassett,1951.0,PF,22.0,1,ABA,SDA,82,1854.0,13.4,0.493,0.008,0.335,12.0,17.3,14.6,7.0,1.4,0.9,13.2,13.1,2.1,1.6,3.7,0.097,-0.5,-0.3,-0.9,0.5
25460,6037,1974,1544,Tom Ingelsby,1951.0,PG,22.0,1,NBA,ATL,48,398.0,9.5,0.438,,0.282,2.5,8.8,5.6,11.8,2.1,0.5,,,-0.2,0.3,0.1,0.014,-3.5,0.0,-3.4,-0.1
25462,6039,1974,1407,Tom Owens,1949.0,PF,24.0,3,ABA,CAR,81,2284.0,18.0,0.574,0.007,0.349,13.8,19.4,16.6,7.7,1.1,1.0,15.0,19.6,5.4,2.5,8.0,0.168,1.7,-1.4,0.3,1.3
25466,6043,1974,1483,Travis Grant,1950.0,SF,24.0,2,NBA,LAL,3,6.0,-1.5,0.282,,0.75,0.0,14.6,7.6,0.0,0.0,0.0,,,-0.1,0.0,0.0,-0.386,-5.0,-0.3,-5.3,0.0
25467,6044,1974,1483,Travis Grant,1950.0,SF,24.0,2,ABA,SDA,56,1324.0,20.1,0.564,0.006,0.258,7.1,13.6,10.2,6.9,1.5,0.4,10.4,23.6,3.2,0.9,4.1,0.149,2.4,-0.6,1.8,1.3
25479,6056,1974,1232,Wil Jones,1947.0,PF,26.0,5,ABA,MMT,81,2842.0,14.1,0.49,0.026,0.221,7.4,16.9,12.1,10.4,1.8,1.6,14.4,18.4,2.0,2.0,4.0,0.067,-0.6,0.1,-0.5,1.1
25484,6061,1974,1236,Willie Wise,1947.0,SF,26.0,5,ABA,UTS,82,3292.0,20.1,0.544,0.011,0.344,5.6,13.7,9.8,13.8,1.7,0.7,10.7,23.9,8.0,2.5,10.5,0.153,2.8,-0.5,2.3,3.6
25487,6064,1974,791,Zelmo Beaty,1939.0,PF,34.0,11,ABA,UTS,77,2476.0,17.2,0.569,0.001,0.307,7.4,17.9,12.9,7.2,1.2,1.4,10.9,17.1,5.4,2.2,7.7,0.149,1.4,-0.3,1.1,1.9
25492,5225,1973,900,Art Williams,1939.0,PG,33.0,6,NBA,BOS,81,974.0,13.2,0.46,,0.215,,,8.4,28.4,,,,,0.2,2.6,2.8,0.138,,,,
25496,5229,1973,1338,Artis Gilmore,1949.0,C,23.0,2,ABA,KEN,84,3502.0,24.1,0.589,0.002,0.466,12.1,28.3,20.1,11.4,,4.1,16.2,19.7,8.7,9.8,18.5,0.253,,,,
25499,5232,1973,1161,Bernie Williams,1945.0,SG,27.0,4,ABA,VIR,71,1513.0,12.2,0.485,0.07,0.232,3.9,4.2,4.0,13.0,,,12.9,25.7,0.0,0.8,0.8,0.026,,,,
25500,5233,1973,905,Bill Bradley,1943.0,SF,29.0,6,NBA,NYK,82,2998.0,13.8,0.493,,0.155,,,5.0,16.8,,,,,2.9,4.1,7.0,0.112,,,,
25504,5237,1973,1418,Bill Chamberlain,1949.0,SF,23.0,1,ABA,TOT,50,665.0,8.6,0.425,0.028,0.209,8.7,8.3,8.5,15.1,,,15.8,21.4,-1.0,1.1,0.1,0.004,,,,
25505,5238,1973,1418,Bill Chamberlain,1949.0,SF,23.0,1,ABA,MMT,7,99.0,2.5,0.35,0.147,0.118,4.8,6.0,5.4,9.1,,,10.1,15.5,-0.3,0.0,-0.2,-0.119,,,,
25506,5239,1973,1418,Bill Chamberlain,1949.0,SF,23.0,1,ABA,KEN,43,566.0,9.6,0.435,0.012,0.222,9.4,8.7,9.0,16.1,,,16.6,22.5,-0.8,1.1,0.3,0.025,,,,
25509,5242,1973,864,Bill Melchionni,1944.0,PG,28.0,6,ABA,NYA,61,1849.0,13.8,0.513,0.023,0.3,1.1,5.8,3.5,35.8,,,20.1,20.3,1.3,0.2,1.5,0.039,,,,
25514,5247,1973,842,Billy Cunningham,1943.0,PF,29.0,8,ABA,CAR,84,3248.0,24.7,0.549,0.031,0.378,7.6,24.5,16.0,23.2,2.9,,17.1,25.8,6.5,5.4,11.9,0.176,,,,
25515,5248,1973,1243,Billy Paultz,1948.0,C,24.0,3,ABA,NYA,81,2800.0,21.7,0.56,0.002,0.394,10.5,25.9,18.4,10.4,,4.2,15.0,20.7,5.2,0.4,5.6,0.095,,,,
25518,5251,1973,1166,Bob Arnzen,1947.0,SF,25.0,3,ABA,INA,23,111.0,16.1,0.554,0.079,0.211,9.4,9.6,9.5,3.8,,,0.0,14.1,0.2,0.1,0.3,0.121,,,,
25519,5252,1973,1167,Bob Christian,1946.0,C,26.0,4,NBA,ATL,55,759.0,14.5,0.606,,0.51,,,19.2,7.5,,,,,1.6,0.9,2.4,0.154,,,,
25528,5261,1973,1425,Bob Nash,1950.0,SF,22.0,1,NBA,DET,36,169.0,2.6,0.271,,0.236,,,9.8,11.4,,,,,-0.8,0.1,-0.7,-0.199,,,,
25540,5273,1973,1427,Brian Taylor,1951.0,PG,21.0,1,ABA,NYA,63,2038.0,13.6,0.555,0.033,0.295,4.0,6.1,5.1,13.3,,,13.7,20.2,3.5,0.1,3.6,0.085,,,,
25543,5276,1973,925,Byron Beck,1945.0,C,28.0,6,ABA,DNR,77,2303.0,16.0,0.565,0.008,0.225,8.8,15.2,11.9,7.1,,,11.5,18.3,4.3,3.4,7.7,0.161,,,,
25551,5284,1973,1250,Charlie Scott,1948.0,PG,24.0,3,NBA,PHO,81,3062.0,19.0,0.499,,0.307,,,5.4,24.8,,,,,4.7,1.8,6.5,0.101,,,,
25557,5290,1973,1432,Chuck Terry,1950.0,SF,22.0,1,NBA,MIL,67,693.0,5.0,0.368,,0.148,,,10.1,6.6,,,,,-0.9,1.0,0.1,0.004,,,,
25558,5291,1973,1252,Chuck Williams,1946.0,PG,26.0,3,ABA,SDA,83,3074.0,16.5,0.568,0.007,0.611,2.2,5.2,3.6,26.5,,,15.1,18.8,6.2,3.8,10.0,0.156,,,,
25560,5293,1973,1433,Claude Terry,1950.0,SG,23.0,1,ABA,DNR,68,667.0,9.2,0.483,0.084,0.4,6.8,4.7,5.8,13.7,,,17.1,23.3,0.0,0.8,0.8,0.055,,,,
25566,5299,1973,1255,Coby Dietrick,1948.0,C,24.0,3,ABA,DLC,77,1347.0,14.0,0.46,0.0,0.284,9.7,19.0,14.2,14.3,,3.6,14.5,18.7,-0.8,1.1,0.3,0.011,,,,
25568,5301,1973,934,Connie Hawkins,1942.0,SF,30.0,6,NBA,PHO,75,2768.0,16.2,0.548,,0.439,,,11.2,14.5,,,,,5.6,1.9,7.5,0.129,,,,
25573,5306,1973,1084,Craig Raymond,1945.0,C,27.0,5,ABA,TOT,14,168.0,6.9,0.376,0.0,0.359,12.9,29.6,21.0,5.2,,,24.9,13.6,-0.3,0.3,0.0,0.013,,,,
25574,5307,1973,1084,Craig Raymond,1945.0,C,27.0,5,ABA,SDA,8,135.0,9.0,0.4,0.0,0.387,13.9,32.3,22.8,5.6,,,24.9,13.6,-0.2,0.3,0.1,0.035,,,,
25575,5308,1973,1084,Craig Raymond,1945.0,C,27.0,5,ABA,INA,6,33.0,-1.5,0.282,0.0,0.25,8.6,18.8,13.9,3.6,,,25.3,13.5,-0.1,0.0,-0.1,-0.077,,,,
25579,5312,1973,1259,Dan Issel,1948.0,PF,24.0,3,ABA,KEN,84,3531.0,22.4,0.563,0.009,0.361,8.8,16.2,12.5,9.2,,,9.6,24.9,8.8,6.9,15.8,0.214,,,,
25581,5314,1973,1352,Darnell Hillman,1949.0,PF,23.0,2,ABA,INA,84,2541.0,11.9,0.475,0.012,0.343,8.1,18.1,13.2,6.5,,2.3,15.4,14.8,-0.5,3.7,3.3,0.062,,,,
25585,5318,1973,940,Dave Lattin,1943.0,PF,29.0,5,ABA,MMT,16,296.0,9.2,0.525,0.01,0.433,6.7,14.1,10.3,3.2,,,20.5,20.4,0.3,0.1,0.4,0.059,,,,
25586,5319,1973,1353,Dave Robisch,1949.0,C,23.0,2,ABA,DNR,83,2647.0,19.2,0.568,0.001,0.405,9.4,19.6,14.4,9.7,,,10.1,19.3,5.5,4.6,10.1,0.184,,,,
25591,5324,1973,1436,Dave Twardzik,1950.0,PG,22.0,1,ABA,VIR,80,1357.0,9.5,0.579,0.029,0.693,3.3,8.0,5.7,16.4,,,23.4,14.2,2.0,1.0,3.0,0.107,,,,
25609,5342,1973,1265,Don Adams,1947.0,SF,25.0,3,NBA,TOT,74,1874.0,10.6,0.445,,0.271,,,11.4,7.9,,,,,-0.6,1.5,0.9,0.024,,,,
25610,5343,1973,1265,Don Adams,1947.0,SF,25.0,3,NBA,ATL,4,76.0,3.9,0.277,,0.211,,,13.8,7.9,,,,,-0.4,0.1,-0.3,-0.219,,,,
25611,5344,1973,1265,Don Adams,1947.0,SF,25.0,3,NBA,DET,70,1798.0,10.9,0.454,,0.275,,,11.3,7.9,,,,,-0.2,1.5,1.3,0.034,,,,
25612,5345,1973,1439,Don Buse,1950.0,PG,22.0,1,ABA,INA,77,1484.0,11.7,0.506,0.067,0.303,6.1,6.8,6.5,19.0,,,13.9,12.0,0.5,2.1,2.6,0.084,,,,
25613,5346,1973,1092,Don Chaney,1946.0,SG,26.0,5,NBA,BOS,79,2488.0,13.6,0.532,,0.311,,,8.1,11.1,,,,,4.1,4.6,8.7,0.168,,,,
25619,5352,1973,947,Donnie Freeman,1944.0,SG,28.0,6,ABA,INA,77,2170.0,13.1,0.509,0.006,0.368,4.5,4.7,4.6,12.6,,,12.9,21.6,1.4,2.2,3.7,0.081,,,,
25622,5355,1973,950,Ed Manning,1944.0,PF,29.0,6,ABA,CAR,83,1631.0,10.0,0.499,0.002,0.152,6.9,17.9,12.4,5.0,,,12.4,15.6,0.4,1.8,2.2,0.066,,,,
25627,5360,1973,874,Erwin Mueller,1944.0,PF,28.0,7,NBA,DET,21,80.0,5.2,0.337,,0.226,,,8.5,10.7,,,,,-0.2,0.1,-0.2,-0.103,,,,
25628,5361,1973,874,Erwin Mueller,1944.0,PF,28.0,7,ABA,VIR,17,205.0,2.9,0.322,0.0,0.189,8.1,14.1,11.2,14.9,,,27.7,14.3,-0.5,0.2,-0.3,-0.071,,,,
25629,5362,1973,1182,Fatty Taylor,1946.0,PG,26.0,4,ABA,VIR,78,2553.0,12.6,0.498,0.01,0.365,5.3,6.9,6.1,18.1,3.6,,23.1,14.8,0.6,1.9,2.6,0.048,,,,
25630,5363,1973,875,Flynn Robinson,1941.0,SG,31.0,7,NBA,TOT,44,630.0,14.3,0.488,,0.135,,,4.6,18.9,,,,,0.6,0.8,1.3,0.1,,,,
25631,5364,1973,875,Flynn Robinson,1941.0,SG,31.0,7,NBA,LAL,6,47.0,20.8,0.539,,0.286,,,6.8,26.2,,,,,0.1,0.1,0.2,0.219,,,,
25632,5365,1973,875,Flynn Robinson,1941.0,SG,31.0,7,NBA,BAL,38,583.0,13.8,0.482,,0.119,,,4.4,18.3,,,,,0.4,0.7,1.1,0.091,,,,
25641,5374,1973,877,Freddie Lewis,1943.0,SG,29.0,7,ABA,INA,72,2217.0,14.3,0.53,0.128,0.406,4.1,5.2,4.7,17.8,,,14.6,20.1,2.6,2.6,5.2,0.113,,,,
25646,5379,1973,1272,Garfield Smith,1945.0,C,27.0,3,ABA,SDA,71,1055.0,8.7,0.456,0.0,0.381,12.5,15.9,14.1,4.8,,,10.4,11.4,-0.5,1.5,1.0,0.046,,,,
25647,5380,1973,1105,Gary Gregor,1945.0,SF,27.0,5,NBA,MIL,9,88.0,11.9,0.374,,0.212,,,17.6,12.4,,,,,-0.2,0.2,0.0,0.007,,,,
25648,5381,1973,1105,Gary Gregor,1945.0,SF,27.0,5,ABA,NYA,40,595.0,11.7,0.522,0.005,0.191,7.1,18.2,12.8,7.7,,,15.6,18.0,0.5,0.1,0.5,0.042,,,,
