,seas_id,season,player_id,player,birth_year,pos,age,experience,lg,tm,g,mp,per,ts_percent,x3p_ar,f_tr,orb_percent,drb_percent,trb_percent,ast_percent,stl_percent,blk_percent,tov_percent,usg_percent,ows,dws,ws,ws_48,obpm,dbpm,bpm,vorp
30296,638,1950,222,Charlie Black,1921.0,F-C,28.0,2,NBA,TOT,65,,,0.346,,0.395,,,,,,,,,-2.2,5.0,2.8,,,,,
30297,639,1950,222,Charlie Black,1921.0,F-C,28.0,2,NBA,FTW,36,,,0.362,,0.48,,,,,,,,,-0.7,2.2,1.5,,,,,
30298,640,1950,222,Charlie Black,1921.0,F-C,28.0,2,NBA,AND,29,,,0.326,,0.296,,,,,,,,,-1.5,2.8,1.3,,,,,
30300,642,1950,36,Chick Halbert,1919.0,C,30.0,4,NBA,WSC,68,,,0.454,,0.616,,,,,,,,,2.4,1.2,3.6,,,,,
30301,643,1950,172,Chick Reiser,1914.0,G-F,35.0,3,NBA,WSC,67,,,0.4,,0.393,,,,,,,,,1.7,2.2,3.9,,,,,
30302,644,1950,173,Chink Crossin,1923.0,G,26.0,3,NBA,PHW,64,,,0.363,,0.176,,,,,,,,,-0.6,2.7,2.1,,,,,
30304,646,1950,38,Chuck Gilmur,1922.0,F-C,27.0,4,NBA,WSC,68,,,0.431,,0.636,,,,,,,,,2.3,2.0,4.3,,,,,
30307,649,1950,39,Connie Simmons,1925.0,C-F,24.0,4,NBA,NYK,60,,,0.395,,0.41,,,,,,,,,0.9,1.5,2.4,,,,,
30308,650,1950,223,Curly Armstrong,1918.0,G-F,31.0,2,NBA,FTW,63,,,0.368,,0.467,,,,,,,,,-0.1,3.6,3.5,,,,,
30309,651,1950,224,D.C. Wilcutt,1923.0,G,26.0,2,NBA,STB,37,,,0.421,,0.575,,,,,,,,,0.5,0.1,0.6,,,,,
30313,655,1950,227,Dermie O'Connell,1928.0,G,21.0,2,NBA,TOT,61,,,0.29,,0.209,,,,,,,,,-3.2,0.7,-2.5,,,,,
30314,656,1950,227,Dermie O'Connell,1928.0,G,21.0,2,NBA,BOS,37,,,0.294,,0.211,,,,,,,,,-1.9,0.6,-1.3,,,,,
30315,657,1950,227,Dermie O'Connell,1928.0,G,21.0,2,NBA,STB,24,,,0.281,,0.207,,,,,,,,,-1.3,0.1,-1.2,,,,,
30318,660,1950,175,Dick O'Keefe,1923.0,G-F,26.0,3,NBA,WSC,68,,,0.383,,0.384,,,,,,,,,0.2,1.9,2.1,,,,,
30319,661,1950,44,Dick Schulz,1917.0,F-G,33.0,4,NBA,TOT,50,,,0.401,,0.519,,,,,,,,,0.6,0.2,0.8,,,,,
30320,662,1950,44,Dick Schulz,1917.0,F-G,33.0,4,NBA,WSC,13,,,0.375,,0.622,,,,,,,,,0.0,0.2,0.2,,,,,
30321,663,1950,44,Dick Schulz,1917.0,F-G,33.0,4,NBA,TRI,8,,,0.378,,0.467,,,,,,,,,0.0,0.1,0.1,,,,,
30322,664,1950,44,Dick Schulz,1917.0,F-G,33.0,4,NBA,SHE,29,,,0.42,,0.5,,,,,,,,,0.6,-0.1,0.4,,,,,
30323,665,1950,229,Dick Triptow,1922.0,G-F,27.0,2,NBA,BLB,4,,,0.17,,0.4,,,,,,,,,-0.1,0.0,-0.1,,,,,
30325,667,1950,231,Dillard Crocker,1925.0,PF,25.0,2,NBA,DNN,53,,,0.369,,0.377,,,,,,,,,-0.9,-0.8,-1.7,,,,,
30328,670,1950,46,Don Carlson,1919.0,G-F,30.0,3,NBA,MNL,57,,,0.402,,0.328,,,,,,,,,0.7,1.9,2.6,,,,,
30333,675,1950,49,Don Putman,1922.0,G,27.0,4,NBA,STB,57,,,0.303,,0.26,,,,,,,,,-1.1,0.4,-0.7,,,,,
30339,681,1950,236,Easy Parham,1921.0,F-G,28.0,2,NBA,STB,66,,,0.362,,0.423,,,,,,,,,-0.5,0.6,0.1,,,,,
30345,687,1950,237,Ed Mikan,1925.0,C,24.0,2,NBA,TOT,65,,,0.361,,0.374,,,,,,,,,-0.6,1.4,0.8,,,,,
30346,688,1950,237,Ed Mikan,1925.0,C,24.0,2,NBA,CHS,21,,,0.351,,0.457,,,,,,,,,-0.4,0.6,0.2,,,,,
30347,689,1950,237,Ed Mikan,1925.0,C,24.0,2,NBA,ROC,44,,,0.368,,0.32,,,,,,,,,-0.2,0.8,0.6,,,,,
30349,691,1950,54,Ed Sadowski,1917.0,C,32.0,4,NBA,TOT,69,,,0.401,,0.405,,,,,,,,,1.8,2.5,4.3,,,,,
30350,692,1950,54,Ed Sadowski,1917.0,C,32.0,4,NBA,PHW,17,,,0.392,,0.49,,,,,,,,,0.3,0.9,1.2,,,,,
30351,693,1950,54,Ed Sadowski,1917.0,C,32.0,4,NBA,BLB,52,,,0.403,,0.388,,,,,,,,,1.5,1.6,3.1,,,,,
30353,695,1950,176,Elmer Gainer,1918.0,F-C,31.0,2,NBA,WAT,15,,,0.312,,0.229,,,,,,,,,-0.2,-0.1,-0.3,,,,,
30358,700,1950,238,Fran Curran,1922.0,G,27.0,2,NBA,ROC,66,,,0.579,,1.026,,,,,,,,,5.5,1.1,6.6,,,,,
30363,705,1950,61,Fred Scolari,1922.0,PG,27.0,4,NBA,WSC,66,,,0.415,,0.315,,,,,,,,,3.1,2.3,5.4,,,,,
30364,706,1950,240,Freddie Lewis,1921.0,F-G,29.0,2,NBA,TOT,34,,,0.295,,0.174,,,,,,,,,-1.4,0.5,-0.9,,,,,
30365,707,1950,240,Freddie Lewis,1921.0,F-G,29.0,2,NBA,BLB,18,,,0.266,,0.173,,,,,,,,,-1.1,0.2,-0.9,,,,,
30366,708,1950,240,Freddie Lewis,1921.0,F-G,29.0,2,NBA,PHW,16,,,0.339,,0.176,,,,,,,,,-0.3,0.3,0.0,,,,,
30371,713,1950,243,Gene James,1925.0,F,24.0,2,NBA,NYK,29,,,0.335,,0.484,,,,,,,,,-0.2,0.3,0.1,,,,,
30373,715,1950,178,Gene Stump,1923.0,F-G,26.0,3,NBA,TOT,49,,,0.344,,0.254,,,,,,,,,-0.6,0.4,-0.2,,,,,
30374,716,1950,178,Gene Stump,1923.0,F-G,26.0,3,NBA,MNL,23,,,0.302,,0.147,,,,,,,,,-0.6,0.5,0.0,,,,,
30375,717,1950,178,Gene Stump,1923.0,F-G,26.0,3,NBA,WAT,26,,,0.376,,0.339,,,,,,,,,0.0,-0.1,-0.1,,,,,
30376,718,1950,179,Gene Vance,1923.0,G-F,26.0,3,NBA,TRI,35,,,0.405,,0.369,,,,,,,,,1.0,1.2,2.2,,,,,
30378,720,1950,245,George Kaftan,1928.0,SF,21.0,2,NBA,BOS,55,,,0.426,,0.389,,,,,,,,,2.3,1.0,3.4,,,,,
30379,721,1950,246,George Mikan,1924.0,C,25.0,2,NBA,MNL,68,,,0.487,,0.456,,,,,,,,,15.3,5.8,21.1,,,,,
30380,722,1950,68,George Nostrand,1924.0,C-F,26.0,4,NBA,TOT,55,,,0.355,,0.388,,,,,,,,,-0.7,1.1,0.4,,,,,
30381,723,1950,68,George Nostrand,1924.0,C-F,26.0,4,NBA,BOS,18,,,0.37,,0.492,,,,,,,,,-0.1,0.3,0.2,,,,,
30382,724,1950,68,George Nostrand,1924.0,C-F,26.0,4,NBA,TRI,1,,,0.492,,0.5,,,,,,,,,0.1,0.0,0.1,,,,,
30383,725,1950,68,George Nostrand,1924.0,C-F,26.0,4,NBA,CHS,36,,,0.328,,0.28,,,,,,,,,-0.6,0.7,0.1,,,,,
30385,727,1950,71,George Senesky,1922.0,PG,27.0,4,NBA,PHW,68,,,0.379,,0.315,,,,,,,,,0.7,3.7,4.4,,,,,
30389,731,1950,248,Harry Gallatin,1927.0,F-C,22.0,2,NBA,NYK,68,,,0.487,,0.551,,,,,,,,,6.5,1.4,7.8,,,,,
30390,732,1950,250,Herm Schaefer,1918.0,G-F,31.0,2,NBA,MNL,65,,,0.46,,0.322,,,,,,,,,2.9,2.4,5.4,,,,,
30399,741,1950,252,Howie Shannon,1923.0,G-F,26.0,2,NBA,BOS,67,,,0.404,,0.282,,,,,,,,,1.5,1.4,2.9,,,,,
30406,748,1950,256,Jack Nichols,1926.0,PF,23.0,2,NBA,TOT,67,,,0.44,,0.406,,,,,,,,,4.7,2.0,6.7,,,,,
30407,749,1950,256,Jack Nichols,1926.0,PF,23.0,2,NBA,WSC,49,,,0.434,,0.404,,,,,,,,,3.2,1.4,4.5,,,,,
30408,750,1950,256,Jack Nichols,1926.0,PF,23.0,2,NBA,TRI,18,,,0.456,,0.411,,,,,,,,,1.5,0.6,2.1,,,,,
30413,755,1950,257,Jack Smiley,1922.0,F-G,27.0,2,NBA,TOT,59,,,0.367,,0.552,,,,,,,,,0.1,0.1,0.2,,,,,
30414,756,1950,257,Jack Smiley,1922.0,F-G,27.0,2,NBA,AND,12,,,0.198,,0.48,,,,,,,,,-0.7,0.6,-0.2,,,,,
30415,757,1950,257,Jack Smiley,1922.0,F-G,27.0,2,NBA,WAT,47,,,0.393,,0.564,,,,,,,,,0.8,-0.5,0.4,,,,,
30416,758,1950,185,Jack Toomay,1922.0,C-F,27.0,3,NBA,DNN,62,,,0.471,,0.514,,,,,,,,,4.3,-0.7,3.6,,,,,
30417,759,1950,258,Jake Bornheimer,1927.0,F-C,22.0,2,NBA,PHW,60,,,0.356,,0.384,,,,,,,,,-0.7,1.5,0.8,,,,,
30421,763,1950,94,Jerry Fleishman,1922.0,SG,27.0,4,NBA,PHW,65,,,0.354,,0.428,,,,,,,,,-0.5,2.1,1.6,,,,,
30423,765,1950,96,Jerry Rullo,1923.0,G,26.0,4,NBA,PHW,4,,,0.371,,0.111,,,,,,,,,0.0,0.0,0.0,,,,,
30424,766,1950,260,Jim Browne,1930.0,C,20.0,2,NBA,DNN,31,,,0.392,,0.563,,,,,,,,,0.1,-0.1,0.0,,,,,
30426,768,1950,261,Jim Pollard,1922.0,SF,27.0,2,NBA,MNL,66,,,0.39,,0.212,,,,,,,,,1.2,4.1,5.4,,,,,
30427,769,1950,97,Jim Seminoff,1922.0,G-F,27.0,4,NBA,BOS,65,,,0.427,,0.664,,,,,,,,,2.3,1.4,3.6,,,,,
30431,773,1950,99,Joe Fulks,1921.0,PF,28.0,4,NBA,PHW,68,,,0.346,,0.348,,,,,,,,,-4.4,3.7,-0.8,,,,,
30432,774,1950,265,Joe Graboski,1930.0,F-C,20.0,2,NBA,CHS,57,,,0.355,,0.36,,,,,,,,,-0.6,1.2,0.6,,,,,
30439,781,1950,103,John Logan,1921.0,G,29.0,4,NBA,STB,62,,,0.419,,0.426,,,,,,,,,3.4,0.9,4.3,,,,,
30440,782,1950,104,John Mahnken,1922.0,C,27.0,4,NBA,TOT,62,,,0.313,,0.232,,,,,,,,,-2.6,1.6,-1.0,,,,,
30441,783,1950,104,John Mahnken,1922.0,C,27.0,4,NBA,FTW,2,,,0.376,,0.375,,,,,,,,,0.0,0.1,0.1,,,,,
30442,784,1950,104,John Mahnken,1922.0,C,27.0,4,NBA,TRI,36,,,0.316,,0.238,,,,,,,,,-1.6,1.0,-0.6,,,,,
30443,785,1950,104,John Mahnken,1922.0,C,27.0,4,NBA,BOS,24,,,0.302,,0.214,,,,,,,,,-1.0,0.5,-0.5,,,,,
30444,786,1950,267,John Mandic,1919.0,F-C,30.0,2,NBA,TOT,25,,,0.37,,0.427,,,,,,,,,-0.1,0.3,0.3,,,,,
30445,787,1950,267,John Mandic,1919.0,F-C,30.0,2,NBA,WSC,22,,,0.396,,0.462,,,,,,,,,0.1,0.3,0.4,,,,,
30446,788,1950,267,John Mandic,1919.0,F-C,30.0,2,NBA,BLB,3,,,0.184,,0.2,,,,,,,,,-0.2,0.0,-0.1,,,,,
30449,791,1950,186,Johnny Ezersky,1922.0,F-G,27.0,3,NBA,TOT,54,,,0.364,,0.376,,,,,,,,,-0.7,1.1,0.5,,,,,
30450,792,1950,186,Johnny Ezersky,1922.0,F-G,27.0,3,NBA,BLB,38,,,0.374,,0.376,,,,,,,,,-0.2,0.8,0.7,,,,,
